Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
quan-1,Bán tầng trệt nhà mặt tiền quận 1 thuận tiện kinh doanh,1,1,Đ.Nam,Đang cho thuê,Sổ hồng,--,--,55 m²,--,--,--,--,,"16,5 tỷ","300,1 triệu/m²"
quan-1,Bán nhà riêng bên hông Chung cư 353 Nguyễn Trãi Quận 1,2,1,T.Bắc,Để trống,Sổ hồng,1 trệt + 1 lầu,"51,5 m²","65,4 m²",7.0 m,7.1 m,2.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Di chuyển thuận tiện ra trung tâm","5,3 tỷ","102,9 triệu/m²"
quan-1,"Nhà hẻm Trung tâm Quận 1, gần cầu Ông Lãnh, sổ hồng chính chủ!",3,3,T.Bắc,Đang ở,Sổ hồng,1 trệt + 2 lầu,"57,6 m²","171,6 m²",10.57 m,4.9 m,2.2 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Cần bán gấp. Di chuyển thuận tiện ra trung tâm","11,5 tỷ","199,7 triệu/m²"
quan-1,"Nhà ngay ngã tư Cô Bắc - Đề Thám, Quận 1 nội thất cơ bản, sổ hồng chính chủ!",2,2,Đ.Bắc,Đang ở,Sổ hồng,1 trệt + 2 lầu,20 m²,60 m²,5.0 m,4.0 m,1.5 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm","3,5 tỷ",175 triệu/m²
quan-1,BÁN NHÀ HẺM 1 XẸT PHƯỜNG CẦU KHO QUẬN 1 - HẺM XE HƠI,3,3,T.Nam,Đang ở,Sổ hồng,1 trệt + 3 lầu,"26,5 m²",106 m²,5.1 m,6.9 m,4.9 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Hẻm thông. Gần mặt tiền đường. Cần bán gấp. Di chuyển thuận tiện ra trung tâm","9,5 tỷ","358,5 triệu/m²"
quan-1,Bán nhà nguyên căn hẻm xe ô tô Phường Bến Nghé Quận 1 ,4,4,Đ.Bắc,Đang ở,Sổ hồng,1 trệt + 4 lầu,"28,3 m²","38,8 m²",2.87 m,4.29 m,4.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường","8,5 tỷ","300,4 triệu/m²"
quan-1,"Bán căn hộ chung cư Phan Liêm, khu vực nhiều tiện ích, sổ hồng chính chủ!",1,1,Không xác định,Đang ở,Sổ hồng,--,"639,4 m²","44,4 m²",--,--,--,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng",3 tỷ,"67,6 triệu/m²"
quan-1,"Chính chủ bán căn hộ VINHOMES GOLDEN RIVER BASON, đang cho khách Nhật thuê, nội thất cao cấp",1,1,Không xác định,Đang cho thuê,Khác,--,--,"49,5 m²",--,--,--,--,"Tên dự án:. Vinhomes Golden River Ba Son. Vị trí:. 2 Đường Tôn Đức Thắng, Bến Nghé, Quận 1, Hồ Chí Minh, Việt Nam. Chủ đầu tư:. Tập đoàn Vingroup. Quy mô:. 13 block, 6000 căn hộ. Xem chi tiết",6 tỷ,"121,2 triệu/m²"
quan-1,"Bán nhà mặt tiền Nguyễn Văn Nguyễn Nguyễn, phường Tân Định, Quận 1 ",3,3,Tây,Để trống,Sổ hồng,1 trệt + 2 lầu,"23,4 m²",54 m²,11.22 m,3.56 m,8.0 m,--,,"11,5 tỷ","491,5 triệu/m²"
quan-1,BÁN NHÀ NGUYÊN CĂN HAI MẶT HẺM PHƯỜNG CẦU KHO QUẬN 1,2,2,Đ.Nam,Để trống,Sổ hồng,"1 trệt, 1 lửng + 1 lầu","27,5 m²","64,8 m²",7.2 m,3.8 m,4.0 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. 2 Mặt hẻm","6,2 tỷ","225,5 triệu/m²"
