Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
quan-binh-tan,"Bán nhà HXH an ninh, Bình Hưng Hòa B- khu dân cư an ninh",1,1,Đ.Bắc,Để trống,Sổ hồng,1 trệt,"46,5 m²","41,5 m²",13.2 m,3.5 m,5.2 m,--,"Gần chợ, siêu thị. Gần trường học. Khu vực an ninh, yên tĩnh","2,8 tỷ","60,2 triệu/m²"
quan-binh-tan,"Bấn Đất Nền Thổ Cư Diện Tích Lớn P.Bình Hưng Hòa B, Bình Tân",--,--,Đ.Nam,Để trống,Sổ hồng,--,"300,5 m²",--,27.5 m,11.08 m,6.0 m,--,Cần bán gấp,"14,4 tỷ","47,9 triệu/m²"
quan-binh-tan,"Bán nhà mặt tiền đường quận Bình Tân - Phía trước kinh doanh, phía sau cho thuê phòng trọ",10,10,T.Bắc,Đang cho thuê,Sổ hồng,1 trệt,152 m²,"146,7 m²",40.63 m,5.0 m,--,14.0 m,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh",11 tỷ,"72,4 triệu/m²"
quan-binh-tan,"Bán đất nền HXT 6m, Bình Hưng Hòa A, Bình Tân - Thuận tiện xây dựng mới.",--,--,Tây,Để trống,Sổ hồng,--,"79,8 m²",--,16.0 m,5.0 m,6.0 m,--,"Gần chợ, siêu thị. Gần trường học. Khu vực an ninh, yên tĩnh","5,3 tỷ","66,4 triệu/m²"
quan-binh-tan,"BÁN 2 LÔ ĐẤT NỀN LIỀN KỀ HXH NGUYỄN CỬU PHÚ, GPXD 4 TẤM, TÂN TẠO A, BÌNH TÂN ",--,--,T.Bắc,Để trống,Sổ hồng,--,"142,6 m²",--,18.0 m,8.0 m,3.5 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng","5,7 tỷ",40 triệu/m²
quan-binh-tan,"Bán Biệt Thự Mini Đẹp, 2 Mặt Hẻm Xe Hơi Rộng 10m, Bình Hưng Hòa Bình Tân",4,4,Bắc,Để trống,Sổ hồng,1 trệt + 2 lầu,"90,3 m²","175,9 m²",14.39 m,6.51 m,10.0 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi. 2 Mặt hẻm","8,2 tỷ","90,8 triệu/m²"
quan-binh-tan,Bán nhà xưởng góc 2 mặt HXT 8m P. Bình Trị Đông A - đang cho thuê 20 triệu/tháng,--,1,Đ.Nam,Đang cho thuê,Sổ hồng,1 trệt,200 m²,200 m²,20.0 m,10.0 m,8.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần trường học. Hẻm thông. 2 Mặt hẻm","13,5 tỷ","67,5 triệu/m²"
quan-binh-tan,"Bán nhà mặt tiền kinh doanh P. Bình Trị Đông A, Bình Tân",2,3,Đ.Nam,Đang cho thuê,Sổ hồng,1 trệt + 1 lầu,"84,7 m²","43,2 m²",14.6 m,7.2 m,--,15.0 m,"Gần chợ, siêu thị. Gần bệnh viện. Gần trường học","9,8 tỷ","115,7 triệu/m²"
quan-binh-tan,"Bán nhà hẻm xe hơi thông 1/ p.Bình Hưng Hòa A, Quận Bình Tân",2,2,Nam,Đang cho thuê,Sổ hồng,1 trệt + 2 lầu,"17,6 m²","52,8 m²",5.5 m,3.5 m,3.3 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Hẻm thông. Gần mặt tiền đường. Cần bán gấp. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","2,17 tỷ","123,3 triệu/m²"
quan-binh-tan,"Bán đất nền hẻm xe hơi 5m P. Bình Trị Đông, Bình Tân - Gần chợ Bình Trị Đông mới",--,--,T.Bắc,Để trống,Sổ hồng,--,"62,5 m²",--,15.6 m,4.0 m,5.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","2,95 tỷ","47,2 triệu/m²"
