Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
quan-binh-thanh,"Chính chủ cần bán Shophouse ở RICHMOND CITY, đang có hợp đồng thuê 35tr/ tháng ",--,2,Không xác định,Đang cho thuê,Khác,--,--,110 m²,--,--,--,--,,9 tỷ,"81,8 triệu/m²"
quan-binh-thanh,"Chính chủ bán căn hộ VINHOMES CENTRAL PARK, tòa Park 4, đầy đủ nội thất",2,2,Không xác định,Để trống,Khác,--,--,87 m²,--,--,--,--,,"6,7 tỷ",77 triệu/m²
quan-binh-thanh,"Chính chủ bán căn hộ RICHMOND CITY, diện tích 67m2",2,2,Không xác định,Để trống,Khác,--,--,67 m²,--,--,--,--,,"3,75 tỷ",56 triệu/m²
quan-binh-thanh,"Bán nhà hẻm đường Ngô Đức Kế, Phường 12, Bình Thạnh",3,2,Nam,Để trống,Sổ hồng,1 trệt + 1 lầu,"18,3 m²","36,6 m²",8.27 m,2.98 m,--,15.0 m,"Gần chợ, siêu thị. Gần công viên, trung tâm. Di chuyển thuận tiện ra trung tâm. Sân để xe rộng rãi","3,85 tỷ","210,4 triệu/m²"
quan-binh-thanh,Bán Căn hộ Chung Cư B6 Cư Xá 30/4 ( sau lưng tòa nhà Pearl Plaza) Phường 25 Bình Thạnh,1,1,T.Nam,Để trống,Sổ hồng,--,--,60 m²,--,--,--,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học","1,9 tỷ","31,7 triệu/m²"
quan-binh-thanh,Chính chủ bán căn hộ tòa Park 6 thuộc VINHOMES CENTRAL PARK,2,2,Không xác định,Để trống,Khác,--,--,71 m²,--,--,--,--,,"4,8 tỷ","67,6 triệu/m²"
quan-binh-thanh,"Chính chủ bán căn hộ VINHOMES CENTRAL PARK, tòa Park 2, đầy đủ nội thất đang để trống",2,2,Không xác định,Để trống,Khác,--,--,83 m²,--,--,--,--,,"6,5 tỷ","78,3 triệu/m²"
quan-binh-thanh,"Bán nhà 2 mặt hẻm đường Quốc Lộ 13, Khu vực an ninh, yên tĩnh",3,2,Nam,Để trống,Sổ hồng,"1 trệt, 1 lửng, 1 tầng thượng + 2 lầu","42,2 m²",159 m²,10.85 m,4.04 m,5.0 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Di chuyển thuận tiện ra trung tâm","6,3 tỷ","149,3 triệu/m²"
quan-binh-thanh,"Bán hai nhà hẻm lớn đường Nguyễn Cữu Vân Phường 17, Bình Thạnh. ",6,7,T.Bắc,Đang cho thuê,Sổ hồng,1 trệt + 1 lầu,"114,9 m²","357,8 m²",17.46 m,4.94 m,3.0 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học",14 tỷ,"121,8 triệu/m²"
quan-binh-thanh,Bán căn hộ chung cư tầng 4 căn góc khu A phạm viết chánh.,2,1,Không xác định,Để trống,Sổ hồng,--,--,69 m²,--,--,--,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Di chuyển thuận tiện ra trung tâm. Sân để xe rộng rãi","2,3 tỷ","33,3 triệu/m²"
