Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
quan-thu-duc,"Bán gấp nhà 2 mặt hẻm xe hơi thông thoáng, ngay cầu vượt Gò Dưa, phường Tam Bình, Quận Thủ Đức",3,3,T.Nam,Để trống,Sổ hồng,"1 trệt, 1 tầng thượng + 2 lầu","87,1 m²","124,8 m²",17.44 m,5.2 m,5.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Hẻm thông. Gần mặt tiền đường. Cần bán gấp. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","5,15 tỷ","59,1 triệu/m²"
quan-thu-duc,"Bán nhà 1 trệt 1 lầu, đầy đủ nội thất, ngay đường Tam Bình, phường Hiệp Bình Chánh, Quận Thủ Đức",3,2,Đông,Đang ở,Khác,1 trệt + 1 lầu,40 m²,80 m²,10.0 m,4.0 m,2.0 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","1,4 tỷ",35 triệu/m²
quan-thu-duc,"Bán nhà 1 trệt 1 lầu, ngay Chợ Hiệp Bình, phường Hiệp Bình Chánh, Quận Thủ Đức",2,2,Đ.Nam,Để trống,Sổ hồng,1 trệt + 1 lầu,"20,4 m²","40,8 m²",7.0 m,2.92 m,1.9 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","1,7 tỷ","83,3 triệu/m²"
quan-thu-duc,"Bán gấp lô đất hẻm xe hơi, phường Hiệp Bình Phước, Quận Thủ Đức",--,--,Đ.Nam,Để trống,Sổ hồng,--,"51,7 m²",--,12.9 m,4.0 m,4.5 m,--,"Gần chợ, siêu thị. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","4,2 tỷ","81,2 triệu/m²"
quan-thu-duc,"Bán căn hộ thuộc chung cư Linh Tây Tower, Quận Thủ Đức. Sổ hồng chính chủ",2,2,T.Nam,Để trống,Sổ hồng,--,--,"84,9 m²",--,--,--,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","2,33 tỷ","27,4 triệu/m²"
quan-thu-duc,Bán căn hộ 2 phòng ngủ thuộc Chung cư  Flora Novia Quận Thủ Đức. ,2,1,Đ.Nam,Để trống,Khác,--,--,57 m²,--,--,--,--,"Tên dự án:. FLORA NOVIA THỦ ĐỨC. Vị trí:. Đường Phạm Văn Đồng, phường Linh Tây, Thủ Đức, Hồ Chí Minh, Việt Nam. Chủ đầu tư:. Quy mô:. block, căn hộ. - Căn hộ Flora Novia tọa lạc tại mặt tiền đường Phạm Văn Đồng, ngay nút giao với đường Đào Trinh Nhất, P. Linh Tây, Q. Thủ Đức.. - Vị trị cực kỳ đắc địa, khi nằm hai bên mặt tiền đường Phạm Văn Đồng. Dự án chỉ cách chợ Thủ Đức chỉ 2km, kề cận các trường đại học như: Đại học Ngân hàng, Đại học Cảnh sát nhân dân cở sở 2, Đại học sư phạm kỹ thuật.. Xem chi tiết","2,4 tỷ","42,1 triệu/m²"
quan-thu-duc,"Bán nhà cấp 4 hẻm xe hơi đường số 1 phường Linh Trung, Quận Thủ Đức",2,1,Đ.Nam,Để trống,Sổ hồng,1 trệt,"110,4 m²","88,3 m²",24.0 m,5.0 m,6.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh",5 tỷ,"45,3 triệu/m²"
quan-thu-duc,"Bán gấp lô đất vuông vức, mặt tiền đường nội bộ, ngay KDC Hưng Phú, phường Hiệp Bình Chánh, Quận Thủ Đức",--,--,Đ.Bắc,Để trống,Sổ hồng,--,68 m²,--,17.0 m,4.0 m,10.0 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","6,3 tỷ","92,6 triệu/m²"
quan-thu-duc,"Bán gấp căn hộ thuộc chung cư Hiệp Bình Chánh, Quận Thủ Đức. View Landmark 81 cực đẹp",1,2,Đ.Nam,Đang ở,Sổ hồng,--,--,"53,4 m²",--,--,--,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Cần bán gấp. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","1,58 tỷ","29,6 triệu/m²"
quan-thu-duc,"Bán gấp căn hộ 2 phòng ngủ, thuộc chung cư Hiệp Bình Chánh, Quận Thủ Đức. Cách đại lộ Phạm Văn Đồng 200m",2,1,Đ.Nam,Để trống,Sổ hồng,--,--,"52,6 m²",--,--,--,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Cần bán gấp. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","1,35 tỷ","25,7 triệu/m²"
quan-thu-duc,"Bán nhà 1 trệt 1 lầu hẻm ba gác ngay đường số 18, Phường Linh Chiểu, Quận Thủ Đức",3,2,T.Nam,Để trống,Sổ hồng,1 trệt + 1 lầu,"73,4 m²","112,2 m²",11.48 m,5.25 m,2.2 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","4,7 tỷ",64 triệu/m²
quan-thu-duc,"Bán nhà cấp 4 có gác lửng gần trường đại học Ngân Hàng phường Linh Trung, Quận Thủ Đức",3,1,Đ.Nam,Để trống,Sổ hồng,"1 trệt, 1 lửng","95,2 m²","107,6 m²",19.47 m,4.42 m,3.5 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Cần bán gấp. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng","5,2 tỷ","54,6 triệu/m²"
quan-thu-duc,"Chính chủ bán gấp nhà 1 trệt 2 lầu, 2 mặt hẻm xe tải, phường Linh Đông, Quận Thủ Đức",3,3,Bắc,Để trống,Sổ hồng,"1 trệt, 1 tầng thượng, 1 gác suốt + 2 lầu","73,9 m²",144 m²,11.04 m,6.51 m,4.3 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. 2 Mặt hẻm","6,7 tỷ","90,7 triệu/m²"
quan-thu-duc,"Bán đất thổ cư hẻm xe tải, KDC hiện hữu phường Tam Bình, Quận Thủ Đức. Sổ hồng chính chủ",--,--,Đ.Bắc,--,Sổ đỏ,--,"82,6 m²",--,17.92 m,4.6 m,6.5 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","4,6 tỷ","55,7 triệu/m²"
quan-thu-duc,"Bán nhà 1 trệt, 1 lầu, hẻm xe hơi, ngay Kênh Ba Bò, phường Bình Chiểu, Quận Thủ Đức",2,2,T.Nam,Để trống,Sổ hồng,1 trệt + 1 lầu,53 m²,106 m²,13.34 m,4.0 m,5.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","3,15 tỷ","59,4 triệu/m²"
quan-thu-duc,"Bán nhà đẹp 1 trệt 1 lầu, hẻm xe hơi phường Linh Tây, Quận Thủ Đức",2,2,Đ.Nam,Để trống,Sổ hồng,1 trệt + 1 lầu,"68,9 m²","125,4 m²",17.95 m,5.63 m,4.35 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","3,9 tỷ","56,6 triệu/m²"
quan-thu-duc,"Bán nhà cấp 4 - 2 mặt hẻm, ngay trung tâm Quận Thủ Đức. Cách mặt tiền Võ Văn Ngân chỉ 70m",2,1,Đ.Nam,Đang ở,Sổ hồng,1 trệt,"71,6 m²",37 m²,15.21 m,4.86 m,4.0 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","4,3 tỷ","60,1 triệu/m²"
quan-thu-duc,Chính chủ bán nhà mới xây mặt tiền đường số 11 - Trường Thọ - Thủ Đức,4,3,T.Bắc,Để trống,Sổ hồng,1 trệt + 2 lầu,"86,8 m²","197,8 m²",19.82 m,4.4 m,--,20.0 m,"Gần chợ, siêu thị. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","8,7 tỷ","100,2 triệu/m²"
quan-thu-duc,Chính chủ bán nhà 1 trệt 1 lầu Ngô Chí Quốc - Bình Chiểu - Thủ Đức,2,1,Đ.Nam,Để trống,Sổ hồng,1 trệt + 1 lầu,"73,6 m²","78,8 m²",17.94 m,4.1 m,4.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Khu vực an ninh, yên tĩnh","4,2 tỷ","57,1 triệu/m²"
quan-thu-duc,"Bán nhà hẻm ba gác gần đường Đặng Văn Bi, Phường Bình Thọ, Quận Thủ Đức",1,1,T.Nam,Để trống,Sổ hồng,"1 trệt, 1 gác suốt","31,8 m²","42,3 m²",8.4 m,3.72 m,2.5 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Nở hậu. Gần mặt tiền đường. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","3,4 tỷ","106,9 triệu/m²"
quan-thu-duc,"Bán gấp căn hộ thiết kế hiện đại, thuộc chung cư Opal Riverside, phường Hiệp Bình Chánh, Quận Thủ Đức",2,2,T.Bắc,Để trống,Khác,--,--,"65,2 m²",--,--,--,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","2,9 tỷ","44,5 triệu/m²"
