Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
huyen-nha-be,BÁN ĐẤT NỀN HẺM XE HƠI XÃ PHƯỚC KIỂN HUYỆN NHÀ BÈ,--,--,Đ.Nam,Để trống,Sổ hồng,--,"656,1 m²",--,27.93 m,26.07 m,6.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","5,905 tỷ",9 triệu/m²
huyen-nha-be,Bán Nhà Hẻm Thông Thoáng Xã Long Thới Huyện Nhà Bè,2,3,T.Bắc,Đang ở,Sổ hồng,1 trệt,"124,3 m²","89,4 m²",19.58 m,7.23 m,3.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","4,1 tỷ",33 triệu/m²
huyen-nha-be,Bán Nhà Mới Hẻm Xe Tải Trung Tâm Thị Trấn Huyện Nhà Bè,4,5,Đ.Nam,Để trống,Sổ hồng,"1 trệt, 1 lửng, 1 tầng thượng + 2 lầu","105,2 m²","231,6 m²","21,4 m","5,3 m",12 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","9,5 tỷ","90,3 triệu/m²"
huyen-nha-be,Bán Nhà Hẻm Xe Hơi Xã Nhơn Đức Huyện Nhà Bè,4,3,Bắc,Để trống,Sổ hồng,"1 trệt, 1 tầng thượng + 1 lầu",100 m²,"225,9 m²","20,7 m","4,8 m",6 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","4,5 tỷ",45 triệu/m²
huyen-nha-be,BÁN NHÀ HẺM XE HƠI XÃ PHÚ XUÂN HUYỆN NHÀ BÈ,4,3,Đ.Nam,Để trống,Sổ hồng,"1 trệt, 1 tầng thượng + 2 lầu",45 m²,100 m²,15 m,3 m,4 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","2,5 tỷ","55,6 triệu/m²"
huyen-nha-be,Bán Nhà Cấp 4 Mặt Tiền Đường Xã Phú Xuân Huyện Nhà Bè,2,1,Đ.Bắc,Đang ở,Sổ hồng,1 trệt,257 m²,"78,5 m²","27,8 m","8,3 m",--,30 m,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi",25 tỷ,"97,3 triệu/m²"
huyen-nha-be,BÁN NHÀ HẺM XE HƠI XÃ PHƯỚC KIỂN HUYỆN NHÀ BÈ,4,3,T.Nam,Đang ở,Sổ hồng,1 trệt + 3 lầu,"46,8 m²",187 m²,"9,4 m",5 m,6 m,14 m,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","5,25 tỷ","112,3 triệu/m²"
huyen-nha-be,Bán đất hẻm thông thoáng Xã Nhơn Đức Huyện Nhà Bè - Thích hợp mua xây ở hoặc đầu tư kinh doanh,--,--,Tây,Để trống,Sổ hồng,--,"103,6 m²",--,14.7 m,7.0 m,3.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần trường học. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","3,212 tỷ",31 triệu/m²
huyen-nha-be,Bán Đất Nền Hẻm Xe Ba Gác Thông Thoáng Xã Phú Xuân Huyện Nhà Bè,--,--,Đ.Bắc,Để trống,Sổ hồng,--,"113,2 m²",--,22.88 m,5.0 m,3.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi",3 tỷ,"26,5 triệu/m²"
huyen-nha-be,Bán Đất Nông Nghiệp Xã Nhơn Đức Huyện Nhà Bè,--,--,Không xác định,Để trống,Sổ hồng,--,"2.280,7 m²",--,62.0 m,38.0 m,2.0 m,--,,"9,123 tỷ",4 triệu/m²
huyen-nha-be,BÁN NHÀ HẺM XE TẢI XÃ PHÚ XUÂN HUYỆN NHÀ BÈ,4,3,T.Nam,Để trống,Sổ hồng,1 trệt + 2 lầu,32 m²,90 m²,10 m,"3,2 m",10 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","2,1 tỷ","65,6 triệu/m²"
huyen-nha-be,Bán Nhà Hẻm Xe Tải Xã Long Thới Huyện Nhà Bè,3,3,Đ.Bắc,Đang ở,Sổ hồng,1 trệt + 1 lầu,"124,8 m²","139,7 m²",25 m,5 m,10 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","5,8 tỷ","46,5 triệu/m²"
huyen-nha-be,Bán Nhà Hẻm Thông Thoáng Xã Phú Xuân Huyện Nhà Bè,2,2,Đ.Nam,Đang ở,Sổ hồng,1 trệt + 1 lầu,"25,6 m²","38,4 m²",8.0 m,3.2 m,3.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","1,3 tỷ","50,8 triệu/m²"
huyen-nha-be,Bán Đất Đường Lê văn Lương Huyện Nhà Bè-Gần Bưu Điện Xã Nhơn Đức,--,--,Đ.Nam,Để trống,Sổ hồng,--,"444,3 m²",--,33.5 m,13.3 m,2.0 m,--,"Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","10,2 tỷ",23 triệu/m²
huyen-nha-be,"Bán Đất Hẻm Xe Hơi Gần Chợ Nhơn Đức - Lê Văn Lương, Huyện Nhà Bè ",--,--,Đ.Bắc,Để trống,Sổ hồng,--,"96,8 m²",--,18.6 m,5.2 m,6.0 m,--,"Gần chợ, siêu thị. Gần trường học. Hẻm thông. Gần mặt tiền đường","4,5 tỷ","46,5 triệu/m²"
huyen-nha-be,Bán đất hẻm xe hơi xã Phú Xuân Huyện Nhà Bè-thích hợp xây dựng nhà ở hoặc đầu tư,--,--,T.Bắc,Để trống,Sổ hồng,--,200 m²,--,20.0 m,10.0 m,9.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","5,2 tỷ",26 triệu/m²
