Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
huyen-binh-chanh,Bán căn hộ cao cấp 2PN tại chung cư SaiGon Mia - Bình Chánh,2,2,Đông,Để trống,Khác,--,--,66 m²,--,--,--,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","3,9 tỷ","59,1 triệu/m²"
huyen-binh-chanh,Bán căn hộ Saigon Mia KDC Trung Sơn xã Bình Hưng huyện Bình Chánh,2,2,Không xác định,Để trống,Khác,--,--,"78,6 m²",--,--,--,--,"Tên dự án:. SAI GÒN MIA. Vị trí:. Đường số 9A, Khu dân cư Trung Sơn, Bình Chánh, Hồ Chí Minh, Việt Nam. Chủ đầu tư:. Tập đoàn Hưng Thịnh. Quy mô:. 3 block, 869 căn hộ. Xem chi tiết","3,78 tỷ","48,1 triệu/m²"
huyen-binh-chanh,Bán căn hộ cao cấp 2PN tại chung cư SaiGon Mia - Bình Chánh,2,2,Tây,Để trống,Khác,--,--,70 m²,--,--,--,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","3,55 tỷ","50,7 triệu/m²"
huyen-binh-chanh,Bán căn hộ cao cấp 2PN tại chung cư SaiGon Mia - Bình Chánh,2,2,Nam,Để trống,Khác,--,--,83 m²,--,--,--,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","4,35 tỷ","52,4 triệu/m²"
huyen-binh-chanh,Bán nhà riêng khu dân cư Đại Phúc Green Villas xã Bình Hưng huyện Bình Chánh,5,6,T.Nam,Đang ở,Sổ hồng,"1 trệt, 1 tầng thượng + 2 lầu",100 m²,"277,2 m²",20 m,5 m,--,8 m,"Gần công viên, trung tâm. Gần trường học. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","9,7 tỷ",97 triệu/m²
huyen-binh-chanh,Bán đất nền 2 mặt tiền đường Xã Bình Chánh Huyện Bình Chánh - Sổ hồng riêng chính chủ,--,--,T.Nam,Để trống,Sổ hồng,--,135 m²,--,27.0 m,5.0 m,--,15.0 m,"Gần chợ, siêu thị. Gần trường học. 2 Mặt đường chính","5,5 tỷ","40,7 triệu/m²"
huyen-binh-chanh,"Bán đất nền Xã Tân Quý Tây, Huyện Bình Chánh - Sổ hồng riêng chính chủ",--,--,Nam,Để trống,Sổ hồng,--,"113,6 m²",--,14.35 m,7.26 m,3.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm","2,8 tỷ","24,6 triệu/m²"
huyen-binh-chanh,Bán căn hộ chung cư SaigonMia KDC Trung Sơn xã Bình Hưng huyện Bình Chánh,2,2,Tây,Để trống,Khác,--,--,"71,3 m²",--,--,--,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","3,85 tỷ",54 triệu/m²
huyen-binh-chanh,Chính chủ bán Shophouse dự án Lovera Premier xã Phong Phú- Huyện Bình Chánh,4,4,Đông,Để trống,Khác,"1 trệt + 3 lầu, có tầng hầm","136,5 m²",272 m²,15 m,10 m,--,10 m,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh",14 tỷ,"102,6 triệu/m²"
huyen-binh-chanh,"Bán đất nền mặt tiền đường Nguyễn Đình Kiên, Tân Nhựt, Bình Chánh",--,--,T.Nam,Để trống,Sổ đỏ,--,3.100 m²,976 m²,100.0 m,30.0 m,--,8.0 m,,33 tỷ,"10,6 triệu/m²"
