Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
huyen-binh-chanh,Bán căn hộ cao cấp 2PN tại chung cư Lovera Vista - Bình Chánh.,2,2,Đ.Nam,Để trống,Khác,--,--,63 m²,--,--,--,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","2,13 tỷ","33,8 triệu/m²"
huyen-binh-chanh,"Bán đất nền mặt tiền đường xã An Phú Tây, huyện Bình Chánh",--,--,Đ.Bắc,Để trống,Sổ đỏ,--,"203,4 m²",--,32.4 m,7.06 m,--,6.0 m,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Khu vực an ninh, yên tĩnh",7 tỷ,"34,4 triệu/m²"
huyen-binh-chanh,"Bán đất nền hẻm xe máy Xã Tân Quý Tây, Huyện Bình Chánh - Sổ hồng riêng chính chủ ",--,--,Bắc,Để trống,Sổ hồng,--,"307,2 m²",--,22.04 m,13.72 m,1.0 m,--,"Gần trường học. Gần mặt tiền đường. Khu vực an ninh, yên tĩnh","2,6 tỷ","8,5 triệu/m²"
huyen-binh-chanh,Bán căn hộ cao cấp 1PN tại chung cư Lovera Vista - Bình Chánh.,1,1,Không xác định,Để trống,Khác,--,--,52 m²,--,--,--,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","2,14 tỷ","41,2 triệu/m²"
huyen-binh-chanh,Bán căn hộ chung cư EHome S Nam Sài Gòn xã Bình Hưng huyện Bình Chánh,1,1,Không xác định,Đang cho thuê,Khác,--,--,50 m²,--,--,--,--,"Gần chợ, siêu thị. Gần trường học. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","1,7 tỷ",34 triệu/m²
huyen-binh-chanh,"Bán nhà riêng Xã Quy Đức, Huyện Bình Chánh - Hướng Tây Bắc",2,2,T.Bắc,Để trống,Sổ hồng,1 trệt + 1 lầu,"81,8 m²","138,6 m²","15,5 m","4,3 m",3 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm","2,9 tỷ","35,5 triệu/m²"
huyen-binh-chanh,Bán Đất Nền Bình Chánh - Gần chợ và siêu thị ,--,--,Đ.Bắc,Để trống,Sổ hồng,--,80 m²,--,16.0 m,5.0 m,--,10.0 m,"Gần chợ, siêu thị. Gần trường học. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng","2,5 tỷ","31,2 triệu/m²"
huyen-binh-chanh,Bán đất nền xã Bình Lợi huyện Bình Chánh - Sổ hồng chính chủ,--,--,Đ.Nam,Để trống,Sổ hồng,--,"179,7 m²",--,35.78 m,5.0 m,4.0 m,--,"Gần trường học. Hẻm thông. Gần mặt tiền đường. Khu vực an ninh, yên tĩnh","2,25 tỷ","12,5 triệu/m²"
huyen-binh-chanh,Bán đất nền hẻm ô tô Xã Qui Đức Huyện Bình Chánh - Sổ hồng riêng chính chủ,--,--,Bắc,Để trống,Sổ hồng,--,83 m²,--,19.98 m,3.89 m,4.0 m,--,"Gần chợ, siêu thị. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm","1,42 tỷ","17,1 triệu/m²"
huyen-binh-chanh,"Bán nhà riêng Xã Đa Phước, Huyện Bình Chánh - Sổ hồng riêng chính chủ - Hướng Nam",6,4,Nam,Để trống,Sổ hồng,"1 trệt, 1 tầng thượng + 2 lầu","138,1 m²","252,3 m²","27,1 m","5,2 m",3 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm","4,7 tỷ",34 triệu/m²
