Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
quan-phu-nhuan,Bán Nhà Riêng Hẻm Xe Hơi - Phường 13 - Quận Phú Nhuận.,6,5,Đ.Nam,Đang ở,Sổ hồng,"1 trệt, 1 lửng, 1 tầng thượng + 2 lầu","113,9 m²",310 m²,29.0 m,4.1 m,4.0 m,--,,17 tỷ,"149,3 triệu/m²"
quan-phu-nhuan,BÁN NHÀ PHƯỜNG 10 QUẬN PHÚ NHUẬN,7,7,Đ.Nam,Để trống,Sổ hồng,"1 trệt, 1 lửng, 1 tầng thượng + 2 lầu","65,4 m²","273,1 m²",10.6 m,9.8 m,--,10.0 m,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Di chuyển thuận tiện ra trung tâm","17,5 tỷ","267,6 triệu/m²"
quan-phu-nhuan,BÁN NHÀ MẶT TIỀN PHƯỜNG 7 QUẬN PHÚ NHUẬN,3,2,Bắc,Đang ở,Sổ hồng,1 trệt + 1 lầu,"88,7 m²","145,7 m²",22.0 m,4.0 m,--,4.84 m,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Hẻm thông","14,5 tỷ","163,5 triệu/m²"
quan-phu-nhuan,BÁN NHÀ PHÙNG VĂN CUNG PHƯỜNG 7 QUẬN PHÚ NHUẬN,2,2,Đ.Nam,Đang cho thuê,Sổ hồng,1 trệt + 2 lầu,"17,7 m²","48,6 m²",3.64 m,4.45 m,4.3 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Hẻm thông. Di chuyển thuận tiện ra trung tâm","3,6 tỷ","203,4 triệu/m²"
quan-phu-nhuan,BÁN NHÀ HẺM HUỲNH VĂN BÁNH PHƯỜNG 13 QUẬN PHÚ NHUẬN,7,5,T.Nam,Đang ở,Sổ hồng,"1 trệt, 1 lửng, 1 tầng thượng + 3 lầu",40 m²,"226,3 m²",10.9 m,4.8 m,5.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Hẻm thông. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","12,3 tỷ","307,5 triệu/m²"
quan-phu-nhuan,Bán hai căn liền kề hẻm xe hơi quận Phú Nhuận phường 14,28,28,T.Nam,Để trống,Sổ hồng,"1 trệt, 1 tầng thượng + 4 lầu","142,3 m²",891 m²,16.5 m,8.7 m,6.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Di chuyển thuận tiện ra trung tâm","36,5 tỷ","256,5 triệu/m²"
quan-phu-nhuan,"Chính chủ bán nhà 3 mặt hẻm, khu an ninh yên tĩnh, đang cho thuê ful 8 phòng CHDV",8,8,Không xác định,Đang cho thuê,Sổ hồng,1 trệt + 2 lầu,"68,4 m²","68,4 m²",9.6 m,8.9 m,2.0 m,--,,"7,2 tỷ","105,3 triệu/m²"
quan-phu-nhuan,"Bán Nhà Đẹp 3.5 Tấm Nở Hậu Hẻm Ba Gác, Phường 13, Quận Phú Nhuận",2,3,T.Bắc,Đang ở,Sổ hồng,"1 trệt, 1 lửng + 3 lầu","26,3 m²",83 m²,6.6 m,4.0 m,3.5 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Cần bán gấp. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","6,3 tỷ","239,5 triệu/m²"
quan-phu-nhuan,"Bán nhà hẻm xe hơi Thích Quảng Đức P5, Phú Nhuận - Nhà kiên cố - Khu dân trí cao",2,3,Đ.Bắc,Để trống,Sổ hồng,"1 trệt, 1 tầng thượng + 2 lầu","44,4 m²","95,4 m²",11.1 m,4.0 m,4.2 m,--,,"5,75 tỷ","129,5 triệu/m²"
quan-phu-nhuan,Bán Shophouse nằm ngay trung tâm Phường 7 Quận Phú Nhuận-Hướng Tây,3,2,Tây,Để trống,Sổ hồng,--,--,"120,2 m²",8.1 m,9.1 m,--,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","14,8 tỷ","123,1 triệu/m²"
