Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
quan-tan-binh,"Bán căn hộ Phúc Yên 3PN-3WC đầy đủ nội thất đường Phan Huy Ích, P15, Tân Bình",3,3,Nam,Để trống,Sổ hồng,--,--,133 m²,--,--,--,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường","3,35 tỷ","25,2 triệu/m²"
quan-tan-binh,BÁN NHÀ 1 TRỆT 2 LẦU 1 LỬNG + SÂN THƯỢNG HẺM 2 XE HƠI,5,5,T.Bắc,Để trống,Sổ hồng,"1 trệt, 1 lửng, 1 tầng thượng + 2 lầu","52,5 m²","196,8 m²",13.75 m,3.5 m,5.0 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","5,55 tỷ","105,7 triệu/m²"
quan-tan-binh,BÁN NHÀ TRẦN THÁNH TÔNG HẺM XE TẢI P15 TÂN BÌNH,3,2,Bắc,Đang cho thuê,Sổ đỏ,1 trệt + 1 lầu,47 m²,77 m²,13.4 m,4.0 m,6.0 m,12.0 m,"Gần chợ, siêu thị. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","5,1 tỷ","108,5 triệu/m²"
quan-tan-binh,"Chính chủ bán căn hộ Chung cư K300, tầng 3, đầy đủ nội thất",2,1,Không xác định,Đang ở,Sổ hồng,--,--,55 m²,--,--,--,--,,"2,9 tỷ","52,7 triệu/m²"
quan-tan-binh,BÁN NHÀ HẺM 6M 1 TRỆT + LẦU PHAN HUY ÍCH PHƯỜNG 15 TÂN BÌNH,2,2,Đ.Bắc,Để trống,Sổ hồng,1 trệt + 1 lầu,"76,8 m²","132,8 m²",20.2 m,4.0 m,6.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","7,6 tỷ",99 triệu/m²
quan-tan-binh,BÁN NHÀ CẤP 4 HXH 2 MẶT HẺM 1 TRỆT 1 LỬNG PHƯỜNG 10 TÂN BÌNH,1,1,Đ.Nam,Để trống,Sổ hồng,"1 trệt, 1 lửng","36,5 m²","39,8 m²",9.0 m,4.9 m,4.0 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh. 2 Mặt hẻm","4,3 tỷ","117,8 triệu/m²"
quan-tan-binh,"Chính chủ bán căn hộ THE HARMONA, block A, sổ hồng chính chủ",2,2,Đ.Bắc,Đang ở,Sổ hồng,--,--,76 m²,--,--,--,--,,"3,4 tỷ","44,7 triệu/m²"
quan-tan-binh,Bán căn hộ chung cư Bàu Cát 2 - Block E - quận Tân Bình,1,1,Không xác định,Đang ở,Sổ hồng,--,--,"38,1 m²",--,--,--,--,,"2,15 tỷ","56,4 triệu/m²"
quan-tan-binh,BÁN NHÀ 1 TRỆT SUỐT HẺM Ô TÔ NĂM CHÂU PHƯỜNG 11 TÂN BÌNH ,1,1,T.Nam,Để trống,Sổ hồng,1 trệt,"60,2 m²","87,2 m²",19.8 m,3.0 m,4.0 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","6,3 tỷ","104,7 triệu/m²"
quan-tan-binh,Bán căn hộ Sky Center trung tâm quận Tân Bình ,2,2,Không xác định,Đang cho thuê,Khác,--,75 m²,75 m²,--,--,--,--,,4 tỷ,"53,3 triệu/m²"
