Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
quan-5,"bán nhà riêng 1 trệt + 3 lầu + sân thượng ngay Quận 5 - Xây dựng kiên cố,thuận tiện kinh doanh mua bán",10,11,T.Bắc,Đang ở,Sổ hồng,"1 trệt, 1 tầng thượng + 3 lầu","62,8 m²","331,6 m²",15 m,"4,2 m",--,30 m,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng",22 tỷ,"350,3 triệu/m²"
quan-5," Bán nhà 1 trệt + 1 lửng + 1 lầu tiện xây mới ngay Quận 5 - Sổ hồng riêng chính chủ - Pháp lý minh bạch, rõ ràng",--,--,Không xác định,Đang ở,Sổ hồng,"1 trệt, 1 lửng + 1 lầu","57,2 m²","125,7 m²","13,5 m","5,8 m",--,16 m,,"13,8 tỷ","241,4 triệu/m²"
quan-5,Bán nhà riêng ngay trung tâm Quận 5 - Gần chợ Kim Biên thuận tiện di chuyển ,3,3,T.Nam,Để trống,Sổ hồng,"1 trệt, 1 tầng thượng + 2 lầu","20,8 m²","51,4 m²","6,8 m","3,2 m",3 m,--,,"4,5 tỷ","216,3 triệu/m²"
quan-5,Bán nhà hẻm ngay trung tâm sầm uất quận 5,3,3,Đ.Bắc,Để trống,Sổ hồng,1 trệt + 2 lầu,"12,7 m²","38,1 m²",6 m,3 m,4 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","4,5 tỷ","354,3 triệu/m²"
quan-5,Bán nhà hẻm nguyên căn ngay trung tâm Quận 5 - nhà mới xây vào ở ngay,1,1,Không xác định,Để trống,Sổ hồng,1 trệt + 1 lầu,"16,8 m²","16,8 m²","8,4 m",3 m,4 m,--,,"3,05 tỷ","181,5 triệu/m²"
quan-5,Bán căn hộ Everich Infinity Quận 5 - Gần TTTM NowZone,1,1,T.Bắc,Để trống,Sổ hồng,--,--,49 m²,--,--,--,--,,"3,3 tỷ","67,3 triệu/m²"
quan-5,"Bán Chung cư trung tâm Q5, sổ hồng chính chủ pháp lý an toàn minh bạch ",--,4,T.Bắc,Đang ở,Sổ hồng,--,--,"71,1 m²",--,--,--,--,,26 tỷ,"365,7 triệu/m²"
quan-5,Bán nhà mặt tiền gần khách sạn Đồng Khánh Quận 5 - đang cho thuê 50tr/tháng,1,2,Nam,Đang cho thuê,Sổ hồng,--,"123,8 m²","141,2 m²",30.2 m,4.1 m,--,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","12,8 tỷ","90,7 triệu/m²"
quan-5,"Bán nhà riêng Quận 5 - Gần chợ, bến xe và trường học",2,2,Nam,Để trống,Sổ hồng,1 trệt + 2 lầu,"47,4 m²","110,2 m²",15 m,"3,3 m",2 m,--,"Gần chợ, siêu thị. Gần trường học. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng","6,3 tỷ","132,9 triệu/m²"
quan-5,Bán nhà cấp 4 tiện xây mới ngay trung tâm Quận 5 - Gần TTTM NowZone,--,--,T.Nam,Để trống,Sổ hồng,1 trệt,139 m²,"56,7 m²","12,6 m",9 m,5 m,--,,"16,07 tỷ","115,6 triệu/m²"
