Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
quan-11,Bán nhà hẻm xe tải đường Bình Thới Q11 - Gần trường mầm non Việt Anh,5,3,T.Bắc,Để trống,Sổ hồng,"1 trệt, 1 tầng thượng + 3 lầu","50,8 m²",186 m²,12.7 m,4.0 m,9.0 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng","6,9 tỷ","135,8 triệu/m²"
quan-11,"Bán nhà mới hẻm Lạc Long Quân Q11, DT: 2,15 x 6,5m, 1Lầu",2,2,Đông,Để trống,Sổ hồng,1 trệt + 1 lầu,"12,5 m²",251 m²,6.5 m,2.15 m,3.0 m,--,"Gần chợ, siêu thị. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng","1,62 tỷ","129,6 triệu/m²"
quan-11,"Bán Nhà hẻm Minh Phụng, Quận 11, DT: 4x10m, 1 Lầu, 2,35 tỷ",2,2,Đông,Đang cho thuê,Sổ hồng,1 trệt + 1 lầu,"25,2 m²","50,4 m²",6.5 m,4.0 m,2.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Thiết kế thông thoáng","2,35 tỷ","93,3 triệu/m²"
quan-11,"Bán Nhà Hẻm 4m Hòa Hảo Gần Sân Vận Động Thống Nhất, DT 4x9m, Trệt 2 Lầu",2,3,Đ.Nam,Đang ở,Sổ hồng,1 trệt + 2 lầu,"32,6 m²","55,8 m²",9.0 m,4.0 m,4.0 m,16.0 m,"Gần chợ, siêu thị. Gần bệnh viện. Gần trường học. Khu vực an ninh, yên tĩnh","4,28 tỷ","131,3 triệu/m²"
quan-11,Bán Nhà Riêng Quận 11 -Nhà 2 Mặt Hẻm- Gần Trường THPT Nam Kỳ Khởi Nghĩa,2,3,Đ.Nam,Để trống,Sổ hồng,"1 trệt, 1 tầng thượng + 2 lầu","48,3 m²","101,6 m²",11.8 m,4.8 m,4.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","8,4 tỷ","173,9 triệu/m²"
quan-11,Bán Nhà Trung Tâm Quận 11 - Nhà Hai Mặt Tiền -   Gần Trường Tiểu học Lạc Long Quân,3,4,T.Bắc,Để trống,Sổ hồng,"1 trệt, 1 lửng + 2 lầu","31,6 m²","96,8 m²",8.23 m,3.35 m,4.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","4,75 tỷ","150,3 triệu/m²"
quan-11,Bán nhà hẻm 10m khu dân cư cao cấp Lạc Long Quân,2,2,Nam,Đang cho thuê,Sổ hồng,"1 trệt, 1 lửng","57,8 m²","103,2 m²",16.75 m,3.5 m,--,--,,"6,28 tỷ","108,6 triệu/m²"
quan-11,"Bán Nhà Hẻm Xe Hơi Nguyễn Chí Thanh, DT: 4x9m, 1Lửng, 2Lầu",3,3,Đ.Nam,Để trống,Sổ hồng,"1 trệt, 1 lửng + 2 lầu","35,8 m²","100,1 m²",9.0 m,4.0 m,5.0 m,--,,"6,8 tỷ","189,9 triệu/m²"
quan-11,"Bán nhà Quận 11 nhỏ, đẹp 1 lầu, giá rẻ!",--,1,Đ.Bắc,Để trống,Sổ hồng,1 trệt + 1 lầu,"11,8 m²","23,6 m²",4.0 m,2.95 m,2.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","1,85 tỷ","156,8 triệu/m²"
quan-11,"Bán Lô Đất Nền Hẻm 4m Lạc Long Quân Cư Xá Phú Bình, DT 4x12m",--,--,T.Nam,Để trống,Sổ hồng,--,"46,5 m²","78,3 m²",12.0 m,4.0 m,4.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường","4,6 tỷ","98,9 triệu/m²"
quan-11,"Bán nhà Quận 11 hẻm ba gác, khu dân cư an ninh.",2,1,Đ.Nam,Để trống,Sổ hồng,1 trệt + 2 lầu,8 m²,16 m²,4.0 m,2.5 m,2.8 m,--,"Gần chợ, siêu thị. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm","1,68 tỷ",210 triệu/m²
