Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
huyen-hoc-mon,Bán lô đất Mặt Tiền 12m đường nhựa Xuân Thới Thượng Hóc Môn,--,--,Đ.Nam,Để trống,Sổ hồng,--,528 m²,--,8.0 m,60.0 m,--,10.0 m,,10 tỷ,"18,9 triệu/m²"
huyen-hoc-mon,Bán nhà 123.2m2 Xuân Thới Thượng Hóc Môn. Hẻm xe hơi 6m 2xe ô tô tránh nha,3,2,Đ.Nam,Để trống,Sổ hồng,1 trệt + 1 lầu,"102,7 m²","123,2 m²",17.0 m,6.0 m,6.0 m,--,,"4,3 tỷ","41,9 triệu/m²"
huyen-hoc-mon,"Bán nhà 180.1m2 Xuân Thới Thượng Hóc Môn, Cách Phan Văn Hớn 140m",4,3,Đ.Bắc,Để trống,Sổ hồng,1 trệt + 2 lầu,"80,1 m²","180,1 m²",15.96 m,5.05 m,7.0 m,--,,"4,5 tỷ","56,2 triệu/m²"
huyen-hoc-mon,"Bán nhà SHR đường xe tải, diện tích 64.90m2 Xuân Thới Sơn Hóc Môn",3,2,Bắc,Để trống,Sổ hồng,1 trệt + 1 lầu,"37,5 m²","64,9 m²",10.57 m,3.6 m,--,6.0 m,,"2,7 tỷ",72 triệu/m²
huyen-hoc-mon,"Bán nhà hẻm ba gác, diện tích 64.4m2 Thị trấn Hóc Môn",4,3,Nam,Để trống,Sổ hồng,1 trệt + 2 lầu,"64,4 m²",185 m²,16.58 m,4.05 m,4.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường","3,5 tỷ","54,3 triệu/m²"
huyen-hoc-mon,"Bán nhà Huyện Hóc Môn mặt tiền đường Lê Lợi, thuận tiện kinh doanh",1,1,Đ.Bắc,Đang cho thuê,Sổ hồng,"1 trệt, 1 lửng","122,6 m²","110,9 m²",29.2 m,4.2 m,--,20.0 m,Thiết kế thông thoáng,"6,8 tỷ","55,5 triệu/m²"
huyen-hoc-mon,Bán nhà kèm dãy trọ 7 phòng diện tích 164.5m2 nở hậu 8.05m Xuân Thới Đông Hóc Môn,1,2,Đông,Đang cho thuê,Sổ đỏ,1 trệt + 1 lầu,"164,5 m²","164,5 m²",21.29 m,7.99 m,4.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Sân để xe rộng rãi","5,5 tỷ","33,4 triệu/m²"
huyen-hoc-mon,"Bán lô đất 119.9m2 Tân Hiệp Hóc Môn, mặt tiền đường 10m.",--,--,Nam,Để trống,Sổ hồng,--,"119,9 m²",--,23.98 m,5.0 m,--,12.0 m,Cần bán gấp,"2,2 tỷ","18,3 triệu/m²"
huyen-hoc-mon,"Bán nhà và đất mặt tiền phân lô 175.4m2 Bà Điểm Hóc Môn - mặt tiền 7m, nở hậu 10.13m",3,2,T.Nam,Đang ở,Sổ hồng,1 trệt + 1 lầu,"175,4 m²","138,9 m²",18.78 m,10.02 m,--,12.0 m,,"6,05 tỷ","34,5 triệu/m²"
huyen-hoc-mon,Bán nhà 1 trệt 1 lửng hẻm xe hơi đường Nguyễn Ảnh Thủ- xã Bà Điểm,1,1,Đ.Bắc,Để trống,Sổ hồng,"1 trệt, 1 lửng","80,7 m²","105,7 m²",16.0 m,5.0 m,4.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","3,65 tỷ","45,2 triệu/m²"
