Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
quan-thu-duc,"Bán gấp lô đất lớn mặt tiền đường số, phường Linh Xuân, Quận Thủ Đức",--,--,Đ.Bắc,Đang ở,Sổ hồng,--,"259,2 m²",--,33.87 m,8.0 m,5.62 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","10,79 tỷ","41,6 triệu/m²"
quan-thu-duc,"Bán gấp nhà cấp 4, thiết kế đẹp, sát đường Linh Đông, phường Linh Đông, Quận Thủ Đức",2,1,T.Nam,Để trống,Sổ hồng,1 trệt,"68,7 m²","68,7 m²",14.0 m,6.85 m,1.9 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Nở hậu. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","4,5 tỷ","65,5 triệu/m²"
quan-thu-duc,"Bán nhà thiết kế hiện đại, mặt tiền đường 7m, phường Linh Đông, Quận Thủ Đức",3,2,Đ.Nam,Đang cho thuê,Sổ hồng,"1 trệt, 1 lửng, 1 tầng thượng + 2 lầu","64,3 m²","140,9 m²",20.21 m,3.99 m,--,6.0 m,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Di chuyển thuận tiện ra trung tâm","7,9 tỷ","122,9 triệu/m²"
quan-thu-duc,"Chính chủ bán nhà 2 mặt tiền đường phường Linh Tây, Quận Thủ Đức",--,5,Đ.Nam,Đang cho thuê,Sổ hồng,"1 trệt, 1 lửng, 1 tầng thượng + 3 lầu",53 m²,"263,6 m²",15.06 m,3.5 m,--,12.0 m,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng","9,6 tỷ","181,1 triệu/m²"
quan-thu-duc,"Bán căn góc, 2 mặt hẻm xe hơi, phường Hiệp Bình Phước, Quận Thủ Đức",5,6,Đ.Nam,Đang ở,Sổ hồng,"1 trệt, 1 tầng thượng + 2 lầu","68,4 m²","163,9 m²",18.12 m,3.97 m,4.5 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. 2 Mặt hẻm","6,2 tỷ","90,6 triệu/m²"
quan-thu-duc,"Bán đất mặt tiền đường nội bộ, phường Hiệp Bình Phước, Quận Thủ Đức",--,--,T.Bắc,Để trống,Sổ đỏ,--,263 m²,--,21.4 m,12.3 m,--,6.0 m,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","13,15 tỷ",50 triệu/m²
quan-thu-duc,"Bán lô đất hẻm xe tải ngay Kha Vạn Cân, Phường Linh Chiểu, Quận Thủ Đức",--,--,T.Bắc,Để trống,Sổ hồng,--,"75,6 m²",--,18.9 m,4.0 m,5.68 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","4,9 tỷ","64,8 triệu/m²"
quan-thu-duc,"Chính chủ bán nhà1 trệt có gác lửng, 3 phòng ngủ, ngay trạm y tế phường Trường Thọ - Thủ Đức",3,2,Đ.Nam,Để trống,Sổ hồng,"1 trệt, 1 lửng","43,9 m²","59,2 m²",13.6 m,4.0 m,3.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","3,76 tỷ","85,6 triệu/m²"
quan-thu-duc,"Bán nhà 2 lầu, ngay đường Võ Văn Ngân, phường Linh Chiểu, Quận Thủ Đức",3,2,Nam,Để trống,Sổ hồng,1 trệt + 1 lầu,"51,3 m²",74 m²,17.55 m,2.85 m,1.45 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","3,25 tỷ","63,4 triệu/m²"
quan-thu-duc,"Bán gấp căn biệt thự thuộc dự án Litte Village, phường Hiệp Bình Chánh, Quận Thủ Đức",4,5,T.Bắc,Đang ở,Khác,"1 trệt + 3 lầu, có tầng hầm","158,5 m²",413 m²,23.0 m,5.6 m,--,6.0 m,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Nở hậu. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi. 2 Mặt hẻm",17 tỷ,"107,2 triệu/m²"
