Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
quan-tan-binh,Chính chủ bán nhà đẹp hẻm xe hơi khu dân cư dân trí cao quận Tân Bình,5,6,Đ.Bắc,Để trống,Sổ hồng,"1 trệt, 1 lửng + 2 lầu","50,1 m²","211,6 m²",11.94 m,4.2 m,5.0 m,--,,"9,5 tỷ","189,6 triệu/m²"
quan-tan-binh,BÁN NHÀ 1 TRỆT + LỬNG + 2 LẦU PHẠM VĂN HAI PHƯỜNG 5 TÂN BÌNH,6,3,Đ.Bắc,Để trống,Sổ hồng,"1 trệt, 1 lửng + 2 lầu","74,6 m²","168,4 m²","13,4 m","5,9 m",3 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Hẻm thông. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","10,3 tỷ","138,1 triệu/m²"
quan-tan-binh,"Chính chủ cần bán căn hộ Chung cư Bàu Cát II, đã có sổ hồng",1,1,Không xác định,Đang ở,Sổ hồng,--,--,"43,2 m²",--,--,--,--,,"1,95 tỷ","45,1 triệu/m²"
quan-tan-binh,"Bán nhà hẻm 1 xẹt 4x12m Hồng Lạc, P11, Tân Bình",1,1,Nam,Để trống,Sổ hồng,1 trệt,55 m²,55 m²,12.0 m,4.0 m,3.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường","5,1 tỷ","92,7 triệu/m²"
quan-tan-binh,"Bán nhà 2 tấm, mặt tiền, P.12, Tân Bình",4,2,Đ.Nam,Đang ở,Sổ hồng,1 trệt + 1 lầu,"90,6 m²","146,7 m²",10.3 m,8.8 m,--,4.0 m,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi",11 tỷ,"121,4 triệu/m²"
quan-tan-binh,"Nhà mặt tiền nội bộ P12 Tân Bình, sổ vuông vức, xe hơi vào tận nhà",2,2,Đ.Bắc,Đang cho thuê,Sổ hồng,"1 trệt, 1 lửng, 1 tầng thượng + 1 lầu","49,5 m²","111,4 m²",12 m,"4,1 m",--,"4,1 m",,"7,2 tỷ","145,5 triệu/m²"
quan-tan-binh,Bán căn hộ chung cư Bàu Cát 2,2,1,Không xác định,Đang ở,Sổ hồng,--,54 m²,54 m²,--,--,--,--,,"1,95 tỷ","36,1 triệu/m²"
quan-tan-binh,Bán nhà hẻm quận Tân Bình gần trường THCS Hoàng Hoa Thám,3,2,Nam,Đang ở,Sổ hồng,1 trệt + 1 lầu,"54,2 m²",102 m²,13.55 m,4.0 m,2.0 m,--,,"5,1 tỷ","94,1 triệu/m²"
quan-tan-binh,Nhà hẻm xe hơi thích hợp kinh doanh hoặc cho thuê,--,3,T.Nam,Để trống,Sổ hồng,"1 trệt, 1 lửng + 3 lầu","59,4 m²",240 m²,16.0 m,3.8 m,7.0 m,--,,"11,5 tỷ","193,7 triệu/m²"
quan-tan-binh,Bán nhà căn góc hai mặt tiền quận Tân Bình nga khu vực kinh doanh sầm uất,3,3,T.Nam,Để trống,Sổ hồng,"1 trệt, 1 tầng thượng + 2 lầu","39,7 m²",137 m²,10.75 m,4.57 m,--,10.0 m,,"12,9 tỷ","324,9 triệu/m²"
quan-tan-binh,"Bán nhà góc hai mặt hẻm Năm Châu, P11 Tân Bình",5,3,Đ.Nam,Đang ở,Sổ hồng,1 trệt + 2 lầu,"66,2 m²","180,9 m²",17.1 m,4.0 m,4.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. 2 Mặt hẻm","9,2 tỷ",139 triệu/m²
quan-tan-binh,"BÁN NHÀ HẺM Ô TÔ, DTD 73.71M2 PHAN SÀO NAM PHƯỜNG 11 TÂN BÌNH ",4,5,Đ.Nam,Để trống,Sổ hồng,"1 trệt, 1 tầng thượng + 2 lầu","73,7 m²","199,4 m²",18.9 m,3.9 m,4.0 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Hẻm thông. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","11,5 tỷ",156 triệu/m²
quan-tan-binh,Nhà nở hậu quận Tân Bình,2,3,Đ.Bắc,Đang ở,Sổ hồng,1 trệt + 2 lầu,"75,3 m²","186,1 m²","15,6 m","5,2 m","2,5 m",--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường","7,5 tỷ","99,6 triệu/m²"
quan-tan-binh,"Bán nhà 1 trệt 4x13 Trường Chinh, P14 Tân Bình",2,1,Đ.Nam,Đang cho thuê,Sổ hồng,1 trệt,48 m²,52 m²,13.0 m,4.0 m,2.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường","4,6 tỷ","95,8 triệu/m²"
