Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
huyen-hoc-mon,"Bán nhà Lô góc 2 hẻm , diện tích 65.7m2 Tân Hiệp Hóc Môn",2,1,Đ.Bắc,Để trống,Sổ hồng,"1 trệt, 1 lửng","65,7 m²","84,9 m²",15.96 m,4.08 m,6.0 m,8.0 m,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường","2,55 tỷ","38,8 triệu/m²"
huyen-hoc-mon,"Bán nhà cách mặt tiền 15m, Thị trấn Hóc Môn",2,2,Tây,Để trống,Sổ hồng,1 trệt + 1 lầu,"35,5 m²","68,2 m²",8.5 m,3.75 m,2.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường","2,75 tỷ","77,5 triệu/m²"
huyen-hoc-mon,"Bán nhà hẻm ba gác, diện tích 64m2 Thới Tam Thôn Hóc Môn",2,1,Nam,Để trống,Sổ hồng,1 trệt,64 m²,"60,3 m²",18.42 m,4.31 m,4.0 m,--,"Gần chợ, siêu thị. Gần trường học","2,45 tỷ","38,3 triệu/m²"
huyen-hoc-mon,"Bán nhà mặt tiền Đặng Thúc Vịnh Thới Tam Thô, thuận tiện kinh doanh ",1,1,Nam,Để trống,Sổ hồng,"1 trệt, 1 lửng","9,9 m²","9,9 m²",18.49 m,2.48 m,--,20.0 m,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Thiết kế thông thoáng","2,5 tỷ","252,5 triệu/m²"
huyen-hoc-mon,"Bán nhà mặt tiền đường nhựa, diện tích 100.5m2 Đông Thạnh, khu phân lô đồng bộ",4,4,Đ.Nam,Đang ở,Sổ hồng,1 trệt + 2 lầu,"100,5 m²","199,2 m²",27.93 m,4.0 m,--,7.0 m,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Thiết kế thông thoáng","7,3 tỷ","72,6 triệu/m²"
huyen-hoc-mon,"Bán nhà mặt tiền, diện tích 235.6m2 Thới Tam Thôn Hóc Môn",2,1,T.Nam,Đang ở,Sổ hồng,"1 trệt, 1 lửng","235,6 m²","160,7 m²",30.4 m,6.98 m,--,11.0 m,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường",11 tỷ,"46,7 triệu/m²"
huyen-hoc-mon,"Bán nhà riêng, mặt tiền đường diện tích 60.8m2 Đông Thạnh Hóc Môn",2,2,Tây,Đang ở,Sổ hồng,1 trệt,"60,8 m²","50,1 m²",22.08 m,4.85 m,--,12.0 m,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Thiết kế thông thoáng",5 tỷ,"82,2 triệu/m²"
huyen-hoc-mon, Bán nhà xưởng mặt tiền đường diện tích 654.1m2 Tân Xuân Hóc Môn,1,2,Đ.Nam,Để trống,Sổ hồng,"1 trệt, 1 lửng","654,1 m²","324,4 m²",49.3 m,4.99 m,--,11.0 m,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường","29,43 tỷ",45 triệu/m²
huyen-hoc-mon,"Bán nhà hẻm bê tông, diện tích 73.9m2 Tân Hiệp Hóc Môn",2,1,Đ.Bắc,Để trống,Sổ hồng,1 trệt,"73,9 m²","73,9 m²",19.1 m,4.04 m,2.5 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Thiết kế thông thoáng","2,6 tỷ","35,2 triệu/m²"
huyen-hoc-mon,"Bán nhà riêng, xe ô tô đậu trong nhà. Diện tích 63.5m2 Tân Xuân Hóc Môn",3,2,Tây,Đang ở,Sổ hồng,1 trệt + 1 lầu,"63,5 m²",112 m²,12.21 m,4.49 m,6.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường","3,65 tỷ","57,5 triệu/m²"
