Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
quan-9,Bán đất nền phường Long Phước- Thành Phố Thủ Đức,--,--,T.Bắc,Để trống,Sổ hồng,--,"52,5 m²",--,12.5 m,4.2 m,9.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","2,1 tỷ",40 triệu/m²
quan-9,Bán lô đất nền hẻm xe tải phường Long Phước- Thành Phố Thủ Đức,--,--,Đ.Nam,Để trống,Sổ hồng,--,55 m²,55 m²,14.0 m,4.0 m,9.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh",2 tỷ,"36,4 triệu/m²"
quan-9,Bán dãy phòng trọ hẻm xe máy phường Phước Long B - Hướng Đông Nam,5,5,Đ.Nam,Đang cho thuê,Sổ hồng,1 trệt,"115,8 m²","123,2 m²",17.73 m,5.8 m,2.2 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","4,6 tỷ","39,7 triệu/m²"
quan-9,"Bán nhà mới xây 100%, đường nhựa 5m, phường Phú Hữu - Quận 9",3,2,Đ.Bắc,Để trống,Sổ hồng,1 trệt + 1 lầu,"50,4 m²",145 m²,10.5 m,4.8 m,5.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","4,4 tỷ","87,3 triệu/m²"
quan-9,Bán căn hộ  2 phòng ngủ Chung cư The Art Gia Hòa phường Phước Long B- Đầy đủ tiện ích,2,2,T.Bắc,Để trống,Khác,--,70 m²,70 m²,10.0 m,7.0 m,--,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Cần bán gấp. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi",3 tỷ,"42,9 triệu/m²"
quan-9,Bán nhà căn góc 2 mặt hẻm phường Hiệp Phú- Hẻm xe hơi rộng 5.6m,2,1,Đ.Nam,Để trống,Sổ hồng,1 trệt + 1 lầu,"39,1 m²","65,7 m²",14.78 m,4.25 m,5.6 m,--,"Gần công viên, trung tâm. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","5,8 tỷ","148,3 triệu/m²"
quan-9,Bán căn hộ Chung cư Sài Gòn Gateway Phường Hiệp Phú- Tầng cao view Hồ bơi,2,2,T.Bắc,Để trống,Khác,--,70 m²,"69,1 m²",10.0 m,7.0 m,--,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần mặt tiền đường. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","2,5 tỷ","36,2 triệu/m²"
quan-9,Bán đất nền hẻm xe tải phường Long Phước quận 9. Vị trí gần trung tâm hành chính.,--,--,T.Bắc,Để trống,Sổ hồng,--,"192,5 m²",--,13.4 m,18.8 m,9.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Cần bán gấp. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","3,8 tỷ","19,7 triệu/m²"
quan-9,Bán đất nền mặt tiền đường xe tải phường Long Phước quận 9. ,--,--,Đông,Để trống,Sổ hồng,--,"99,1 m²",--,22.6 m,4.18 m,--,9.0 m,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Cần bán gấp. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","5,2 tỷ","52,5 triệu/m²"
quan-9,Bán lô đất nền mặt tiền đường phường Long Thạnh Mỹ- Thành Phố Thủ Đức,--,--,Bắc,Để trống,Sổ hồng,--,100 m²,--,20.0 m,5.0 m,--,10.0 m,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","6,8 tỷ",68 triệu/m²
quan-9,Bán nhà KDC Long Phát hẻm xe tải phường Long Thạnh Mỹ- Thành Phố Thủ Đức,4,5,Nam,Để trống,Sổ hồng,1 trệt + 2 lầu,"57,6 m²","138,4 m²",14.4 m,4.0 m,8.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","4,3 tỷ","74,7 triệu/m²"
quan-9,Bán căn hộ 2 phòng ngủ Chung cư Sài Gòn Gateway- Đầy đủ nội thất,2,2,T.Bắc,Để trống,Khác,--,"65,9 m²","65,9 m²",9.0 m,7.5 m,--,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","2,28 tỷ","34,6 triệu/m²"
quan-9,Bán căn hộ chung cư Sài Gòn Gateway mặt tiền đường Xa Lộ Hà Nội- Quận 9,2,2,Đ.Nam,Để trống,Khác,--,--,65 m²,--,--,--,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","2,35 tỷ","36,2 triệu/m²"
quan-9,"Bán lô đất mặt tiền đường nội bộ rộng 8m, Phường Phước Long B - Mặt tiền đường nhựa 12m",--,--,T.Bắc,Để trống,Sổ hồng,--,"152,5 m²",--,30.5 m,5.0 m,--,7.0 m,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","9,92 tỷ",65 triệu/m²
quan-9,Bán đất nền hẻm ô tô 7m phường Long Trường TP Thủ Đức,--,--,T.Bắc,Để trống,Sổ hồng,--,"53,2 m²",--,13.3 m,4.0 m,6.0 m,--,,"3,15 tỷ","59,2 triệu/m²"
quan-9,Bán nhà hẻm 4m phường Long Trường TP Thủ Đức,2,2,T.Nam,Đang ở,Sổ hồng,"1 trệt, 1 lửng",56 m²,"76,8 m²",14.0 m,4.0 m,4.0 m,--,,"2,85 tỷ","50,9 triệu/m²"
quan-9,Bán đất nền khu dân cư an ninh phường Long Trường quận 9.,--,--,Nam,Để trống,Sổ hồng,--,50 m²,--,10.0 m,5.0 m,4.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Cần bán gấp. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","2,85 tỷ",57 triệu/m²
quan-9,Bán lô đất nền mặt tiền đường phường Hiệp Phú- Mặt tiền đường nhựa rộng 10m,--,--,T.Nam,Để trống,Sổ hồng,--,"52,2 m²",--,13.66 m,4.0 m,--,10.0 m,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","6,2 tỷ","118,8 triệu/m²"
quan-9,Bán đất nền dự án Blue Diamond Riverside phường Long Phước quận 9B,--,--,Đ.Nam,Để trống,Sổ hồng,--,"66,6 m²",--,16.3 m,4.1 m,10.0 m,--,"Gần chợ, siêu thị. Gần trường học. Hẻm thông. Gần mặt tiền đường. Cần bán gấp. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","2,6 tỷ",39 triệu/m²
quan-9,"Cần bán căn hộ 2 phòng ngủ, căn góc chung cư HausNeo - Quận 9",2,2,Đ.Nam,Để trống,Khác,--,--,"68,3 m²",--,--,--,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","2,45 tỷ","35,9 triệu/m²"
quan-9,Bán căn hộ 1 phòng ngủ+ chung cư Vinhomes Grand Park - View hướng Tây Bắc,1,1,T.Bắc,Để trống,Khác,--,"51,7 m²","51,7 m²",7.6 m,7.0 m,--,--,"Gần công viên, trung tâm. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","1,8 tỷ","34,8 triệu/m²"
quan-9,"Bán căn hộ 2 phòng ngủ, chung cư Safira Khang Điền - Quận 9",2,2,Đ.Nam,Để trống,Khác,--,--,"68,8 m²",--,--,--,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","2,75 tỷ",40 triệu/m²
quan-9,"Bán căn hộ 2 phòng ngủ chung cư Him Lam Phú An, Quận 9.  ",2,2,Đ.Nam,Để trống,Khác,--,--,69 m²,--,--,--,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","2,8 tỷ","40,6 triệu/m²"
quan-9,Bán căn hộ 2 phòng dự án Vinhomes Grand Park phường Long Bình Quận 9. ,2,2,T.Nam,Để trống,Khác,--,--,"54,6 m²",--,--,--,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Cần bán gấp. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Sân để xe rộng rãi","2,187 tỷ","40,1 triệu/m²"
quan-9,"Bán nhà cấp 4 chính chủ, hẻm 1/ đường Lê Văn Việt phường Tăng Nhơn Phú B quận 9.",5,4,Đ.Bắc,Đang ở,Sổ hồng,1 trệt,"112,2 m²","87,6 m²",15.93 m,6.8 m,2.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường. Cần bán gấp. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","6,9 tỷ","61,5 triệu/m²"
quan-9,Bán căn hộ dự án Vinhomes Grand Park phường Long Bình Quận 9.,2,2,T.Bắc,Để trống,Khác,--,--,"53,7 m²",--,--,--,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Cần bán gấp. Di chuyển thuận tiện ra trung tâm. Sân để xe rộng rãi","2,603 tỷ","48,5 triệu/m²"
quan-9,Bán căn hộ 2 phòng ngủ chung cư Vinhomes Grand Park- View hướng Tây Nam,2,2,T.Nam,Đang cho thuê,Khác,--,"67,8 m²","67,8 m²",9.0 m,7.5 m,--,--,"Gần công viên, trung tâm. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. Sân để xe rộng rãi","2,85 tỷ",42 triệu/m²
