Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
quan-go-vap,"Bán nhà Quận Gò Vấp - Hẻm an ninh, khu dân cư trí thức.",2,3,Đ.Nam,Để trống,Sổ hồng,1 trệt + 1 lầu,"63,2 m²","96,3 m²","13,6 m","4,6 m","2,5 m",--,"Gần chợ, siêu thị. Gần trường học. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","4,2 tỷ","66,4 triệu/m²"
quan-go-vap,Bán nhà Quận Gò Vấp - Hẻm xe hơi  - Gần Công viên Làng Hoa,4,4,Nam,Đang ở,Sổ hồng,1 trệt + 2 lầu,"49,5 m²","136,4 m²","6,7 m",6 m,"4,8 m",--,"Gần chợ, siêu thị. Gần bệnh viện. Gần trường học. Nở hậu. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","5,3 tỷ","107,1 triệu/m²"
quan-go-vap,Bán nhà Quận Gò Vấp - Hẻm xe hơi - Thích hợp mua đầu tư,2,2,Đ.Bắc,Đang ở,Sổ hồng,1 trệt,"457,2 m²","108,6 m²",39.77 m,9.11 m,5.0 m,--,"Gần chợ, siêu thị. Gần trường học. Gần mặt tiền đường",27 tỷ,"59,1 triệu/m²"
quan-go-vap,Bán nhà Quận Gò Vấp - Hẻm xe hơi 4.1m - Nhà mới đẹp - Có sân đậu xe rộng rãi,4,5,T.Nam,Đang ở,Sổ hồng,1 trệt + 2 lầu,79 m²,"186,5 m²",20.49 m,4.0 m,4.1 m,--,,"7,9 tỷ",100 triệu/m²
quan-go-vap,Bán nhà Quận Gò Vấp - Hẻm xe hơi - Thuận tiện di chuyển,2,2,Đ.Nam,Để trống,Sổ hồng,1 trệt + 1 lầu,"29,2 m²","58,4 m²","9,8 m",3 m,6 m,--,"Gần chợ, siêu thị. Gần trường học. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","2,9 tỷ","99,3 triệu/m²"
quan-go-vap,"Bán nhà Quận Gò Vấp  - Hẻm ba gác, nở hậu nhẹ",2,1,T.Nam,Đang ở,Sổ hồng,"1 trệt, 1 lửng",64 m²,"74,1 m²","16,6 m","4,4 m",3 m,--,"Gần chợ, siêu thị. Gần trường học. Di chuyển thuận tiện ra trung tâm. Khu vực an ninh, yên tĩnh","4,8 tỷ",75 triệu/m²
quan-go-vap,Bán nhà Quận Gò vấp - MT đường kinh doanh sầm uất-Khu dân cư đông đúc,1,1,T.Nam,Để trống,Sổ hồng,1 trệt,"132,6 m²","58,5 m²","35,5 m","4,8 m",--,20 m,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng","21,5 tỷ","162,1 triệu/m²"
quan-go-vap,Bán nhà Quận Gò Vấp - Hẻm xe tải - Xây dựng kiên cố,5,4,Đ.Bắc,Đang ở,Sổ hồng,"1 trệt, 1 tầng thượng + 2 lầu","75,3 m²","208,4 m²","18,8 m",4 m,"10,1 m",--,,"7,9 tỷ","104,9 triệu/m²"
quan-go-vap,Bán nhà Quận Gò Vấp - Mặt tiền đường số 10m - Dãy phòng trọ gồm 6 phòng đang cho thuê,6,6,Đ.Nam,Đang cho thuê,Sổ hồng,1 trệt,99 m²,"83,7 m²","21,2 m","4,5 m",--,12 m,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm","9,45 tỷ","95,5 triệu/m²"
quan-go-vap,Bán nhà Quận Gò Vấp - Nhà xây kiên cố - Đang làm CHDV cho thuê,6,6,Bắc,Đang cho thuê,Sổ hồng,1 trệt + 1 lầu,"76,5 m²","125,9 m²","20,4 m","4,1 m",4 m,--,,6 tỷ,"78,4 triệu/m²"
quan-go-vap,Bán nhà Quận Gò Vấp - Mặt tiền đường số 8m - Xây dựng kiên cố - Tiện kinh doanh buôn bán,3,3,T.Bắc,Để trống,Sổ hồng,1 trệt + 2 lầu,"126,6 m²","179,9 m²","23,5 m","6,2 m",--,12 m,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Thiết kế thông thoáng. Sân để xe rộng rãi",13 tỷ,"102,7 triệu/m²"
quan-go-vap,Bán nhà Quận Gò Vấp hẻm thông thoáng,--,--,Đ.Nam,Đang ở,Sổ hồng,1 trệt,"295,6 m²","147,9 m²","36,6 m","4,2 m","5,4 m",--,"Gần chợ, siêu thị. Gần trường học. Nở hậu. Di chuyển thuận tiện ra trung tâm",18 tỷ,"60,9 triệu/m²"
quan-go-vap,Bán nhà Quận Gò Vấp - Nhà 2 mặt hẻm - Thuận tiện kinh doanh đa ngành nghề,2,3,Tây,Đang cho thuê,Sổ hồng,1 trệt + 1 lầu,46 m²,"55,4 m²","11,5 m","3,8 m","7,4 m",--,,"5,3 tỷ","115,2 triệu/m²"
quan-go-vap,Bán nhà mặt tiền đường Quận Gò Vấp.,--,5,T.Bắc,Đang cho thuê,Sổ hồng,--,"895,5 m²","553,2 m²",50.46 m,26.83 m,--,12.0 m,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm",126 tỷ,"140,7 triệu/m²"
quan-go-vap,"Bán nhà Quận Gò Vấp - Hẻm xe hơi đến tận nhà - Khu dân cư an ninh , yên tĩnh",7,4,Đ.Bắc,Đang ở,Sổ đỏ,"1 trệt, 1 tầng thượng + 2 lầu",72 m²,"223,5 m²","18,4 m","4,5 m",7 m,--,"Gần chợ, siêu thị. Gần trường học. Nở hậu. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","6,2 tỷ","86,1 triệu/m²"
