Địa điểm,Phân Loại,Phòng ngủ,Phòng tắm,Hướng,Hiện trạng nhà,Giấy tờ,Kết cấu nhà,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Khác,Giá,Giá/m2
quan-go-vap,Bán đất nền Gò Vấp - hẻm xe hơi thoáng mát,--,--,Đ.Nam,Để trống,Sổ hồng,--,"133,3 m²",--,19.0 m,7.2 m,4.1 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần mặt tiền đường. Cần bán gấp. Di chuyển thuận tiện ra trung tâm","9,7 tỷ","72,8 triệu/m²"
quan-go-vap,Bán nhà Quận Gò Vấp - Mặt tiền đường kinh doanh sầm uất,3,3,Đ.Bắc,Đang ở,Sổ hồng,1 trệt + 1 lầu,"71,6 m²","118,3 m²",20.45 m,3.5 m,8.0 m,--,"Gần trường học. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","9,8 tỷ","136,9 triệu/m²"
quan-go-vap,Bán nhà riêng quận Gò Vấp - hẻm 3 gác sạch sẽ,3,2,T.Nam,Đang ở,Sổ hồng,1 trệt + 1 lầu,"31,1 m²","45,2 m²",5.25 m,6.36 m,1.74 m,--,Cần bán gấp,"3,5 tỷ","112,5 triệu/m²"
quan-go-vap,Bán nhà nguyên căn Quận Gò Vấp - Khu vực an ninh yên tĩnh.,2,2,Bắc,Để trống,Sổ hồng,1 trệt + 1 lầu,"52,4 m²","71,3 m²",11.11 m,5.25 m,2.43 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","4,2 tỷ","80,2 triệu/m²"
quan-go-vap,Bán nhà riêng thiết kế hiện đại Quận Gò Vấp - Hẻm trước nhà 5m xe oto ra vào thoải mái. ,4,5,T.Nam,Để trống,Sổ hồng,"1 trệt, 1 lửng, 1 tầng thượng + 2 lầu","49,9 m²","205,3 m²",16.38 m,4.2 m,5.0 m,--,"Gần chợ, siêu thị. Gần bệnh viện. Gần công viên, trung tâm. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh","7,8 tỷ","156,3 triệu/m²"
quan-go-vap,Bán nhà riêng quận Gò Vấp - mặt tiền đường thuân tiện kinh doanh,4,3,T.Bắc,Để trống,Sổ hồng,1 trệt + 2 lầu,"65,8 m²","173,4 m²",18.2 m,4.0 m,--,3.5 m,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Cần bán gấp. Di chuyển thuận tiện ra trung tâm",13 tỷ,"197,6 triệu/m²"
quan-go-vap,"Bán nhà khu Cityland Gò Vấp - veiw đẹp, thoáng mát",4,4,T.Nam,Đang ở,Sổ hồng,"1 trệt, 1 áp mái + 2 lầu",95 m²,241 m²,19.0 m,5.0 m,--,12.0 m,"Gần chợ, siêu thị. Gần công viên, trung tâm. Cần bán gấp. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng","17,3 tỷ","182,1 triệu/m²"
quan-go-vap,Bán nhà riêng Quận Gò Vấp - Nhà mới xây thiết kế rộng thoáng ,2,2,T.Bắc,Để trống,Sổ đỏ,"1 trệt, 1 tầng thượng + 1 lầu",54 m²,54 m²,15.75 m,3.85 m,4.0 m,--,,"6,5 tỷ","120,4 triệu/m²"
quan-go-vap,Bán nhà Quận Gò Vấp - Hẻm xe tải 5m - Vị trí rất đẹp - Nhà mới đẹp vào ở ngay,4,4,T.Nam,Đang ở,Sổ hồng,1 trệt + 2 lầu,"46,4 m²","131,8 m²",16.5 m,4.0 m,5.0 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Hẻm thông. Gần mặt tiền đường. Thiết kế thông thoáng","6,9 tỷ","148,7 triệu/m²"
quan-go-vap,Bán nhà riêng Quận Gò Vấp - Nhà cũ có kết cấu sẵn chỉ cần sửa sang lại.,2,2,Đ.Bắc,Đang ở,Sổ đỏ,1 trệt + 1 lầu,80 m²,"59,8 m²",21.5 m,3.8 m,3.7 m,--,"Gần chợ, siêu thị. Gần công viên, trung tâm. Gần trường học. Gần mặt tiền đường. Di chuyển thuận tiện ra trung tâm. Thiết kế thông thoáng. Khu vực an ninh, yên tĩnh. 2 Mặt hẻm",7 tỷ,"87,5 triệu/m²"
